    1     1     1           36.638823
     2     1     1           30.207375
     3     1     1           16.284355
     4     1     1            6.006256
     5     1     1            4.935780
     6     1     1            8.760039
     7     1     1           11.696227
     8     1     1           12.564985
     9     1     1           12.194760
    10     1     1           11.249622
    11     1     1           10.173429
    12     1     1            9.197077
    13     1     1            8.415332
    14     1     1            7.845488
    15     1     1            7.510615
    16     1     1            7.398088
    17     1     1            7.510415
    18     1     1            7.845080
    19     1     1            8.414713
    20     1     1            9.196253
    21     1     1           10.172407
    22     1     1           11.248427
    23     1     1           12.193458
    24     1     1           12.563684
    25     1     1           11.695029
    26     1     1            8.759021
    27     1     1            4.935027
    28     1     1            6.005819
    29     1     1           16.284180
    30     1     1           30.207338
     1     2     1           30.206785
     2     2     1           24.745839
     3     2     1           13.187337
     4     2     1            5.281257
     5     2     1            5.365796
     6     2     1            9.225475
     7     2     1           11.928684
     8     2     1           12.670250
     9     2     1           12.255405
    10     2     1           11.304010
    11     2     1           10.240445
    12     2     1            9.277497
    13     2     1            8.509062
    14     2     1            7.951857
    15     2     1            7.621283
    16     2     1            7.510381
    17     2     1            7.621077
    18     2     1            7.951439
    19     2     1            8.508431
    20     2     1            9.276659
    21     2     1           10.239409
    22     2     1           11.302799
    23     2     1           12.254084
    24     2     1           12.668924
    25     2     1           11.927455
    26     2     1            9.224435
    27     2     1            5.365046
    28     2     1            5.280855
    29     2     1           13.187212
    30     2     1           24.745837
     1     3     1           16.283512
     2     3     1           13.186905
     3     3     1            7.250727
     4     3     1            4.583538
     5     3     1            6.829373
     6     3     1           10.456606
     7     3     1           12.514313
     8     3     1           12.940048
     9     3     1           12.417202
    10     3     1           11.463300
    11     3     1           10.439819
    12     3     1            9.524461
    13     3     1            8.797749
    14     3     1            8.265149
    15     3     1            7.951604
    16     3     1            7.844994
    17     3     1            7.951388
    18     3     1            8.264713
    19     3     1            8.797092
    20     3     1            9.523591
    21     3     1           10.438746
    22     3     1           11.462049
    23     3     1           12.415833
    24     3     1           12.938658
    25     3     1           12.513010
    26     3     1           10.455499
    27     3     1            6.828594
    28     3     1            4.583164
    29     3     1            7.250678
    30     3     1           13.186966
     1     4     1            6.005645
     2     4     1            5.280845
     3     4     1            4.583363
     4     4     1            6.041204
     5     4     1            9.244274
     6     4     1           11.967440
     7     4     1           13.198078
     8     4     1           13.263713
     9     4     1           12.632993
    10     4     1           11.714097
    11     4     1           10.768163
    12     4     1            9.939261
    13     4     1            9.273129
    14     4     1            8.797486
    15     4     1            8.508538
    16     4     1            8.414552
    17     4     1            8.508306
    18     4     1            8.797020
    19     4     1            9.272432
    20     4     1            9.938339
    21     4     1           10.767032
    22     4     1           11.712786
    23     4     1           12.631559
    24     4     1           13.262241
    25     4     1           13.196672
    26     4     1           11.966215
    27     4     1            9.243371
    28     4     1            6.040724
    29     4     1            4.583249
    30     4     1            5.280883
     1     5     1            4.935110
     2     5     1            5.365266
     3     5     1            6.828963
     4     5     1            9.244015
     5     5     1           11.667732
     6     5     1           13.203022
     7     5     1           13.740195
     8     5     1           13.521988
     9     5     1           12.861622
    10     5     1           12.032918
    11     5     1           11.217198
    12     5     1           10.509791
    13     5     1            9.938997
    14     5     1            9.523926
    15     5     1            9.276687
    16     5     1            9.195992
    17     5     1            9.276433
    18     5     1            9.523419
    19     5     1            9.938241
    20     5     1           10.508800
    21     5     1           11.215994
    22     5     1           12.031536
    23     5     1           12.860117
    24     5     1           13.520436
    25     5     1           13.738686
    26     5     1           13.201664
    27     5     1           11.666644
    28     5     1            9.243303
    29     5     1            6.828624
    30     5     1            5.365166
     1     6     1            8.758710
     2     6     1            9.224382
     3     6     1           10.455711
     4     6     1           11.966783
     5     6     1           13.202676
     6     6     1           13.885616
     7     6     1           13.990994
     8     6     1           13.654601
     9     6     1           13.070063
    10     6     1           12.403805
    11     6     1           11.771382
    12     6     1           11.216946
    13     6     1           10.767641
    14     6     1           10.439013
    15     6     1           10.239342
    16     6     1           10.172025
    17     6     1           10.239060
    18     6     1           10.438452
    19     6     1           10.766816
    20     6     1           11.215876
    21     6     1           11.770096
    22     6     1           12.402347
    23     6     1           13.068489
    24     6     1           13.652981
    25     6     1           13.989410
    26     6     1           13.884158
    27     6     1           13.201441
    28     6     1           11.965859
    29     6     1           10.455138
    30     6     1            9.224124
     1     7     1           11.694183
     2     7     1           11.926979
     3     7     1           12.512933
     4     7     1           13.197038
     5     7     1           13.739513
     6     7     1           13.990669
     7     7     1           13.936819
     8     7     1           13.654996
     9     7     1           13.249561
    10     7     1           12.817156
    11     7     1           12.403586
    12     7     1           12.032442
    13     7     1           11.713338
    14     7     1           11.462238
    15     7     1           11.302627
    16     7     1           11.247909
    17     7     1           11.302314
    18     7     1           11.461622
    19     7     1           11.712440
    20     7     1           12.031289
    21     7     1           12.402216
    22     7     1           12.815620
    23     7     1           13.247921
    24     7     1           13.653324
    25     7     1           13.935192
    26     7     1           13.989167
    27     7     1           13.738217
    28     7     1           13.196018
    29     7     1           12.512241
    30     7     1           11.926635
     1     8     1           12.562552
     2     8     1           12.668192
     3     8     1           12.938363
     4     8     1           13.262401
     5     8     1           13.521043
     6     8     1           13.654006
     7     8     1           13.654721
     8     8     1           13.556353
     9     8     1           13.412722
    10     8     1           13.249388
    11     8     1           13.069668
    12     8     1           12.860963
    13     8     1           12.632039
    14     8     1           12.415927
    15     8     1           12.253788
    16     8     1           12.192789
    17     8     1           12.253447
    18     8     1           12.415258
    19     8     1           12.631070
    20     8     1           12.859730
